Unnamed: 0,target
2017-08-15,154800.0
2017-08-16,375500.0
2017-08-17,148400.0
2017-08-18,88400.0
2017-08-19,33900.0
2017-08-20,173000.0
2017-08-21,403300.0
2017-08-22,423300.0
2017-08-23,262000.0
2017-08-24,291000.0
2017-08-25,286900.0
2017-08-26,120900.0
2017-08-27,67400.0
2017-08-28,291300.0
2017-08-29,64400.0
2017-08-30,188600.0
2017-08-31,195700.0
2017-09-01,213900.0
2017-09-02,145300.0
2017-09-03,99500.0
2017-09-04,290400.0
2017-09-05,182600.0
2017-09-06,167900.0
2017-09-07,222800.0
2017-09-08,165600.0
2017-09-09,97000.0
2017-09-10,81000.0
2017-09-11,126700.0
2017-09-12,4300.0
